MIN_ELAPSED,MIN_ENTRY,MAX_ENTRY,MOVE_MODE,MIN_MOVE,MIN_SIGMA,TIER_ENTRY,MIN_MOVE_HIGH,MIN_CONF,KELLY_FRAC,MAX_PER_WINDOW,MAX_SAME_DIR,trades,wins,losses,winrate,pf,pnl,gross_win,gross_loss,final,max_dd,avg_entry,exp_per_trade,score
0.65,0.45,0.7,pct,0.001,-,0.45,0.0008,0.6,0.15,2,3,276,197,79,0.7137681159420289,1.75286165073001,1486.9017601917694,3461.90176019177,-1975.0,1986.9017601917694,0.5233704546138794,0.5957427536231884,0.21549300872344485,343.0771959386664
0.65,0.5,0.7,pct,0.001,-,0.45,0.0008,0.6,0.15,2,3,272,195,77,0.7169117647058824,1.76843426007598,1479.2359506462608,3404.2359506462612,-1925.0,1979.2359506462608,0.5315026880573873,0.5988786764705882,0.21753469862445013,339.2444044019465
0.85,0.5,0.7,pct,0.001,-,0.45,0.0008,0.6,0.15,99,99,80,63,17,0.7875,2.954190750649995,830.5310690262486,1255.531069026248,-425.0,1330.5310690262486,0.28044804260608575,0.5729375,0.4152655345131243,308.25036776687074
0.85,0.45,0.7,pct,0.001,-,0.45,0.0008,0.6,0.15,99,3,79,61,18,0.7721518987341772,2.7263559986524615,776.8601993936084,1226.8601993936077,-450.0,1276.8601993936084,0.24289224692704145,0.5709493670886077,0.393346936401827,304.2521371316971
0.85,0.5,0.7,pct,0.001,-,0.45,0.0008,0.6,0.15,99,3,76,59,17,0.7763157894736842,2.7527182804039767,744.9052691716911,1169.9052691716902,-425.0,1244.905269171691,0.28812820281995644,0.5747368421052631,0.39205540482720586,268.65425334044727
0.85,0.45,0.7,pct,0.001,-,0.45,0.0008,0.6,0.15,2,99,70,53,17,0.7571428571428571,2.485802381209603,631.4660120140823,1056.4660120140813,-425.0,1131.4660120140823,0.22370643978735663,0.5747857142857142,0.3608377211509041,252.32398188399554
0.85,0.45,0.7,pct,0.001,-,0.45,0.0008,0.6,0.15,2,3,70,53,17,0.7571428571428571,2.485802381209603,631.4660120140823,1056.4660120140813,-425.0,1131.4660120140823,0.22370643978735663,0.5747857142857142,0.3608377211509041,252.32398188399554
0.85,0.5,0.7,pct,0.001,-,0.45,0.0008,0.6,0.15,2,99,67,51,16,0.7611940298507462,2.49877770448041,599.511081792165,999.5110817921641,-400.0,1099.511081792165,0.27081280739627206,0.5792537313432836,0.35791706375651644,219.05387588824146
0.85,0.5,0.7,pct,0.001,-,0.45,0.0008,0.6,0.15,2,3,67,51,16,0.7611940298507462,2.49877770448041,599.511081792165,999.5110817921641,-400.0,1099.511081792165,0.27081280739627206,0.5792537313432836,0.35791706375651644,219.05387588824146
0.65,0.45,0.62,sigma,-,1.0,0.45,0.0008,0.6,0.15,99,3,28,28,0,1.0,99,595.5339354850635,595.5339354850629,-0.0,1095.5339354850635,0.0,0.5403571428571429,0.850762764978662,555.8316731193926
0.65,0.45,0.7,sigma,-,1.0,0.45,0.0008,0.6,0.15,99,3,28,28,0,1.0,99,595.5339354850635,595.5339354850629,-0.0,1095.5339354850635,0.0,0.5403571428571429,0.850762764978662,555.8316731193926
0.65,0.5,0.62,sigma,-,1.0,0.45,0.0008,0.6,0.15,99,3,28,28,0,1.0,99,595.5339354850635,595.5339354850629,-0.0,1095.5339354850635,0.0,0.5403571428571429,0.850762764978662,555.8316731193926
0.65,0.5,0.7,sigma,-,1.0,0.45,0.0008,0.6,0.15,99,3,28,28,0,1.0,99,595.5339354850635,595.5339354850629,-0.0,1095.5339354850635,0.0,0.5403571428571429,0.850762764978662,555.8316731193926
0.75,0.45,0.62,sigma,-,1.0,0.45,0.0008,0.6,0.15,99,99,27,27,0,1.0,99,574.2219777009286,574.2219777009282,-0.0,1074.2219777009286,0.0,0.5403703703703704,0.850699226223598,516.7997799308358
0.75,0.45,0.7,sigma,-,1.0,0.45,0.0008,0.6,0.15,99,99,27,27,0,1.0,99,574.2219777009286,574.2219777009282,-0.0,1074.2219777009286,0.0,0.5403703703703704,0.850699226223598,516.7997799308358
0.75,0.5,0.62,sigma,-,1.0,0.45,0.0008,0.6,0.15,99,99,27,27,0,1.0,99,574.2219777009286,574.2219777009282,-0.0,1074.2219777009286,0.0,0.5403703703703704,0.850699226223598,516.7997799308358
0.75,0.5,0.7,sigma,-,1.0,0.45,0.0008,0.6,0.15,99,99,27,27,0,1.0,99,574.2219777009286,574.2219777009282,-0.0,1074.2219777009286,0.0,0.5403703703703704,0.850699226223598,516.7997799308358
0.75,0.45,0.62,sigma,-,1.0,0.45,0.0008,0.6,0.15,99,3,25,25,0,1.0,99,531.6214461052843,531.6214461052838,-0.0,1031.6214461052843,0.0,0.5404000000000001,0.850594313768455,443.01787175440364
0.75,0.45,0.7,sigma,-,1.0,0.45,0.0008,0.6,0.15,99,3,25,25,0,1.0,99,531.6214461052843,531.6214461052838,-0.0,1031.6214461052843,0.0,0.5404000000000001,0.850594313768455,443.01787175440364
0.75,0.5,0.62,sigma,-,1.0,0.45,0.0008,0.6,0.15,99,3,25,25,0,1.0,99,531.6214461052843,531.6214461052838,-0.0,1031.6214461052843,0.0,0.5404000000000001,0.850594313768455,443.01787175440364
0.75,0.5,0.7,sigma,-,1.0,0.45,0.0008,0.6,0.15,99,3,25,25,0,1.0,99,531.6214461052843,531.6214461052838,-0.0,1031.6214461052843,0.0,0.5404000000000001,0.850594313768455,443.01787175440364
0.65,0.45,0.62,sigma,-,1.0,0.45,0.0008,0.6,0.15,2,99,24,24,0,1.0,99,511.1982236264157,511.1982236264152,-0.0,1011.1982236264157,0.0,0.54,0.8519970393773595,408.95857890113257
0.65,0.45,0.62,sigma,-,1.0,0.45,0.0008,0.6,0.15,2,3,24,24,0,1.0,99,511.1982236264157,511.1982236264152,-0.0,1011.1982236264157,0.0,0.54,0.8519970393773595,408.95857890113257
0.65,0.45,0.7,sigma,-,1.0,0.45,0.0008,0.6,0.15,2,99,24,24,0,1.0,99,511.1982236264157,511.1982236264152,-0.0,1011.1982236264157,0.0,0.54,0.8519970393773595,408.95857890113257
0.65,0.45,0.7,sigma,-,1.0,0.45,0.0008,0.6,0.15,2,3,24,24,0,1.0,99,511.1982236264157,511.1982236264152,-0.0,1011.1982236264157,0.0,0.54,0.8519970393773595,408.95857890113257
0.65,0.5,0.62,sigma,-,1.0,0.45,0.0008,0.6,0.15,2,99,24,24,0,1.0,99,511.1982236264157,511.1982236264152,-0.0,1011.1982236264157,0.0,0.54,0.8519970393773595,408.95857890113257
0.65,0.5,0.62,sigma,-,1.0,0.45,0.0008,0.6,0.15,2,3,24,24,0,1.0,99,511.1982236264157,511.1982236264152,-0.0,1011.1982236264157,0.0,0.54,0.8519970393773595,408.95857890113257
0.65,0.5,0.7,sigma,-,1.0,0.45,0.0008,0.6,0.15,2,99,24,24,0,1.0,99,511.1982236264157,511.1982236264152,-0.0,1011.1982236264157,0.0,0.54,0.8519970393773595,408.95857890113257
0.65,0.5,0.7,sigma,-,1.0,0.45,0.0008,0.6,0.15,2,3,24,24,0,1.0,99,511.1982236264157,511.1982236264152,-0.0,1011.1982236264157,0.0,0.54,0.8519970393773595,408.95857890113257
0.75,0.45,0.62,sigma,-,1.0,0.45,0.0008,0.6,0.15,2,99,21,21,0,1.0,99,447.2857342466366,447.2857342466361,-0.0,947.2857342466366,0.0,0.54,0.8519728271364506,313.10001397264557
0.75,0.45,0.62,sigma,-,1.0,0.45,0.0008,0.6,0.15,2,3,21,21,0,1.0,99,447.2857342466366,447.2857342466361,-0.0,947.2857342466366,0.0,0.54,0.8519728271364506,313.10001397264557
0.75,0.45,0.7,sigma,-,1.0,0.45,0.0008,0.6,0.15,2,99,21,21,0,1.0,99,447.2857342466366,447.2857342466361,-0.0,947.2857342466366,0.0,0.54,0.8519728271364506,313.10001397264557
0.75,0.45,0.7,sigma,-,1.0,0.45,0.0008,0.6,0.15,2,3,21,21,0,1.0,99,447.2857342466366,447.2857342466361,-0.0,947.2857342466366,0.0,0.54,0.8519728271364506,313.10001397264557
0.75,0.5,0.62,sigma,-,1.0,0.45,0.0008,0.6,0.15,2,99,21,21,0,1.0,99,447.2857342466366,447.2857342466361,-0.0,947.2857342466366,0.0,0.54,0.8519728271364506,313.10001397264557
0.75,0.5,0.62,sigma,-,1.0,0.45,0.0008,0.6,0.15,2,3,21,21,0,1.0,99,447.2857342466366,447.2857342466361,-0.0,947.2857342466366,0.0,0.54,0.8519728271364506,313.10001397264557
0.75,0.5,0.7,sigma,-,1.0,0.45,0.0008,0.6,0.15,2,99,21,21,0,1.0,99,447.2857342466366,447.2857342466361,-0.0,947.2857342466366,0.0,0.54,0.8519728271364506,313.10001397264557
0.75,0.5,0.7,sigma,-,1.0,0.45,0.0008,0.6,0.15,2,3,21,21,0,1.0,99,447.2857342466366,447.2857342466361,-0.0,947.2857342466366,0.0,0.54,0.8519728271364506,313.10001397264557
0.85,0.45,0.62,sigma,-,1.0,0.45,0.0008,0.6,0.15,99,99,8,8,0,1.0,99,170.81098503974272,170.8109850397426,-0.0,670.8109850397427,0.0,0.539375,0.8540549251987136,45.54959601059806
0.85,0.45,0.62,sigma,-,1.0,0.45,0.0008,0.6,0.15,99,3,8,8,0,1.0,99,170.81098503974272,170.8109850397426,-0.0,670.8109850397427,0.0,0.539375,0.8540549251987136,45.54959601059806
0.85,0.45,0.7,sigma,-,1.0,0.45,0.0008,0.6,0.15,99,99,8,8,0,1.0,99,170.81098503974272,170.8109850397426,-0.0,670.8109850397427,0.0,0.539375,0.8540549251987136,45.54959601059806
0.85,0.45,0.7,sigma,-,1.0,0.45,0.0008,0.6,0.15,99,3,8,8,0,1.0,99,170.81098503974272,170.8109850397426,-0.0,670.8109850397427,0.0,0.539375,0.8540549251987136,45.54959601059806
0.85,0.5,0.62,sigma,-,1.0,0.45,0.0008,0.6,0.15,99,99,8,8,0,1.0,99,170.81098503974272,170.8109850397426,-0.0,670.8109850397427,0.0,0.539375,0.8540549251987136,45.54959601059806
0.85,0.5,0.62,sigma,-,1.0,0.45,0.0008,0.6,0.15,99,3,8,8,0,1.0,99,170.81098503974272,170.8109850397426,-0.0,670.8109850397427,0.0,0.539375,0.8540549251987136,45.54959601059806
0.85,0.5,0.7,sigma,-,1.0,0.45,0.0008,0.6,0.15,99,99,8,8,0,1.0,99,170.81098503974272,170.8109850397426,-0.0,670.8109850397427,0.0,0.539375,0.8540549251987136,45.54959601059806
0.85,0.5,0.7,sigma,-,1.0,0.45,0.0008,0.6,0.15,99,3,8,8,0,1.0,99,170.81098503974272,170.8109850397426,-0.0,670.8109850397427,0.0,0.539375,0.8540549251987136,45.54959601059806
0.85,0.45,0.62,sigma,-,1.0,0.45,0.0008,0.6,0.15,2,99,7,7,0,1.0,99,149.5146887434464,149.51468874344633,-0.0,649.5146887434464,0.0,0.5392857142857144,0.854369649962551,34.88676070680416
0.85,0.45,0.62,sigma,-,1.0,0.45,0.0008,0.6,0.15,2,3,7,7,0,1.0,99,149.5146887434464,149.51468874344633,-0.0,649.5146887434464,0.0,0.5392857142857144,0.854369649962551,34.88676070680416
0.85,0.45,0.7,sigma,-,1.0,0.45,0.0008,0.6,0.15,2,99,7,7,0,1.0,99,149.5146887434464,149.51468874344633,-0.0,649.5146887434464,0.0,0.5392857142857144,0.854369649962551,34.88676070680416
0.85,0.45,0.7,sigma,-,1.0,0.45,0.0008,0.6,0.15,2,3,7,7,0,1.0,99,149.5146887434464,149.51468874344633,-0.0,649.5146887434464,0.0,0.5392857142857144,0.854369649962551,34.88676070680416
0.85,0.5,0.62,sigma,-,1.0,0.45,0.0008,0.6,0.15,2,99,7,7,0,1.0,99,149.5146887434464,149.51468874344633,-0.0,649.5146887434464,0.0,0.5392857142857144,0.854369649962551,34.88676070680416
0.85,0.5,0.62,sigma,-,1.0,0.45,0.0008,0.6,0.15,2,3,7,7,0,1.0,99,149.5146887434464,149.51468874344633,-0.0,649.5146887434464,0.0,0.5392857142857144,0.854369649962551,34.88676070680416
0.85,0.5,0.7,sigma,-,1.0,0.45,0.0008,0.6,0.15,2,99,7,7,0,1.0,99,149.5146887434464,149.51468874344633,-0.0,649.5146887434464,0.0,0.5392857142857144,0.854369649962551,34.88676070680416
0.85,0.5,0.7,sigma,-,1.0,0.45,0.0008,0.6,0.15,2,3,7,7,0,1.0,99,149.5146887434464,149.51468874344633,-0.0,649.5146887434464,0.0,0.5392857142857144,0.854369649962551,34.88676070680416
0.65,0.45,0.62,sigma,-,1.5,0.45,0.0008,0.6,0.15,99,99,6,6,0,1.0,99,126.51150679102341,126.51150679102318,-0.0,626.5115067910234,0.0,0.5425000000000001,0.8434100452734894,25.302301358204684
0.65,0.45,0.62,sigma,-,1.5,0.45,0.0008,0.6,0.15,99,3,6,6,0,1.0,99,126.51150679102341,126.51150679102318,-0.0,626.5115067910234,0.0,0.5425000000000001,0.8434100452734894,25.302301358204684
0.65,0.45,0.7,sigma,-,1.5,0.45,0.0008,0.6,0.15,99,99,6,6,0,1.0,99,126.51150679102341,126.51150679102318,-0.0,626.5115067910234,0.0,0.5425000000000001,0.8434100452734894,25.302301358204684
0.65,0.45,0.7,sigma,-,1.5,0.45,0.0008,0.6,0.15,99,3,6,6,0,1.0,99,126.51150679102341,126.51150679102318,-0.0,626.5115067910234,0.0,0.5425000000000001,0.8434100452734894,25.302301358204684
0.65,0.5,0.62,sigma,-,1.5,0.45,0.0008,0.6,0.15,99,99,6,6,0,1.0,99,126.51150679102341,126.51150679102318,-0.0,626.5115067910234,0.0,0.5425000000000001,0.8434100452734894,25.302301358204684
0.65,0.5,0.62,sigma,-,1.5,0.45,0.0008,0.6,0.15,99,3,6,6,0,1.0,99,126.51150679102341,126.51150679102318,-0.0,626.5115067910234,0.0,0.5425000000000001,0.8434100452734894,25.302301358204684
0.65,0.5,0.7,sigma,-,1.5,0.45,0.0008,0.6,0.15,99,99,6,6,0,1.0,99,126.51150679102341,126.51150679102318,-0.0,626.5115067910234,0.0,0.5425000000000001,0.8434100452734894,25.302301358204684
0.65,0.5,0.7,sigma,-,1.5,0.45,0.0008,0.6,0.15,99,3,6,6,0,1.0,99,126.51150679102341,126.51150679102318,-0.0,626.5115067910234,0.0,0.5425000000000001,0.8434100452734894,25.302301358204684
0.75,0.45,0.62,sigma,-,1.5,0.45,0.0008,0.6,0.15,99,99,6,6,0,1.0,99,126.51150679102341,126.51150679102318,-0.0,626.5115067910234,0.0,0.5425000000000001,0.8434100452734894,25.302301358204684
0.75,0.45,0.62,sigma,-,1.5,0.45,0.0008,0.6,0.15,99,3,6,6,0,1.0,99,126.51150679102341,126.51150679102318,-0.0,626.5115067910234,0.0,0.5425000000000001,0.8434100452734894,25.302301358204684
0.75,0.45,0.7,sigma,-,1.5,0.45,0.0008,0.6,0.15,99,99,6,6,0,1.0,99,126.51150679102341,126.51150679102318,-0.0,626.5115067910234,0.0,0.5425000000000001,0.8434100452734894,25.302301358204684
0.75,0.45,0.7,sigma,-,1.5,0.45,0.0008,0.6,0.15,99,3,6,6,0,1.0,99,126.51150679102341,126.51150679102318,-0.0,626.5115067910234,0.0,0.5425000000000001,0.8434100452734894,25.302301358204684
0.75,0.5,0.62,sigma,-,1.5,0.45,0.0008,0.6,0.15,99,99,6,6,0,1.0,99,126.51150679102341,126.51150679102318,-0.0,626.5115067910234,0.0,0.5425000000000001,0.8434100452734894,25.302301358204684
0.75,0.5,0.62,sigma,-,1.5,0.45,0.0008,0.6,0.15,99,3,6,6,0,1.0,99,126.51150679102341,126.51150679102318,-0.0,626.5115067910234,0.0,0.5425000000000001,0.8434100452734894,25.302301358204684
0.75,0.5,0.7,sigma,-,1.5,0.45,0.0008,0.6,0.15,99,99,6,6,0,1.0,99,126.51150679102341,126.51150679102318,-0.0,626.5115067910234,0.0,0.5425000000000001,0.8434100452734894,25.302301358204684
0.75,0.5,0.7,sigma,-,1.5,0.45,0.0008,0.6,0.15,99,3,6,6,0,1.0,99,126.51150679102341,126.51150679102318,-0.0,626.5115067910234,0.0,0.5425000000000001,0.8434100452734894,25.302301358204684
0.65,0.45,0.62,sigma,-,1.5,0.45,0.0008,0.6,0.15,2,99,5,5,0,1.0,99,105.63994715799583,105.63994715799566,-0.0,605.6399471579958,0.0,0.542,0.8451195772639667,17.606657859665972
0.65,0.45,0.62,sigma,-,1.5,0.45,0.0008,0.6,0.15,2,3,5,5,0,1.0,99,105.63994715799583,105.63994715799566,-0.0,605.6399471579958,0.0,0.542,0.8451195772639667,17.606657859665972
0.65,0.45,0.7,sigma,-,1.5,0.45,0.0008,0.6,0.15,2,99,5,5,0,1.0,99,105.63994715799583,105.63994715799566,-0.0,605.6399471579958,0.0,0.542,0.8451195772639667,17.606657859665972
0.65,0.45,0.7,sigma,-,1.5,0.45,0.0008,0.6,0.15,2,3,5,5,0,1.0,99,105.63994715799583,105.63994715799566,-0.0,605.6399471579958,0.0,0.542,0.8451195772639667,17.606657859665972
0.65,0.5,0.62,sigma,-,1.5,0.45,0.0008,0.6,0.15,2,99,5,5,0,1.0,99,105.63994715799583,105.63994715799566,-0.0,605.6399471579958,0.0,0.542,0.8451195772639667,17.606657859665972
0.65,0.5,0.62,sigma,-,1.5,0.45,0.0008,0.6,0.15,2,3,5,5,0,1.0,99,105.63994715799583,105.63994715799566,-0.0,605.6399471579958,0.0,0.542,0.8451195772639667,17.606657859665972
0.65,0.5,0.7,sigma,-,1.5,0.45,0.0008,0.6,0.15,2,99,5,5,0,1.0,99,105.63994715799583,105.63994715799566,-0.0,605.6399471579958,0.0,0.542,0.8451195772639667,17.606657859665972
0.65,0.5,0.7,sigma,-,1.5,0.45,0.0008,0.6,0.15,2,3,5,5,0,1.0,99,105.63994715799583,105.63994715799566,-0.0,605.6399471579958,0.0,0.542,0.8451195772639667,17.606657859665972
0.75,0.45,0.62,sigma,-,1.5,0.45,0.0008,0.6,0.15,2,99,5,5,0,1.0,99,105.63994715799583,105.63994715799566,-0.0,605.6399471579958,0.0,0.542,0.8451195772639667,17.606657859665972
0.75,0.45,0.62,sigma,-,1.5,0.45,0.0008,0.6,0.15,2,3,5,5,0,1.0,99,105.63994715799583,105.63994715799566,-0.0,605.6399471579958,0.0,0.542,0.8451195772639667,17.606657859665972
0.75,0.45,0.7,sigma,-,1.5,0.45,0.0008,0.6,0.15,2,99,5,5,0,1.0,99,105.63994715799583,105.63994715799566,-0.0,605.6399471579958,0.0,0.542,0.8451195772639667,17.606657859665972
0.75,0.45,0.7,sigma,-,1.5,0.45,0.0008,0.6,0.15,2,3,5,5,0,1.0,99,105.63994715799583,105.63994715799566,-0.0,605.6399471579958,0.0,0.542,0.8451195772639667,17.606657859665972
0.75,0.5,0.62,sigma,-,1.5,0.45,0.0008,0.6,0.15,2,99,5,5,0,1.0,99,105.63994715799583,105.63994715799566,-0.0,605.6399471579958,0.0,0.542,0.8451195772639667,17.606657859665972
0.75,0.5,0.62,sigma,-,1.5,0.45,0.0008,0.6,0.15,2,3,5,5,0,1.0,99,105.63994715799583,105.63994715799566,-0.0,605.6399471579958,0.0,0.542,0.8451195772639667,17.606657859665972
0.75,0.5,0.7,sigma,-,1.5,0.45,0.0008,0.6,0.15,2,99,5,5,0,1.0,99,105.63994715799583,105.63994715799566,-0.0,605.6399471579958,0.0,0.542,0.8451195772639667,17.606657859665972
0.75,0.5,0.7,sigma,-,1.5,0.45,0.0008,0.6,0.15,2,3,5,5,0,1.0,99,105.63994715799583,105.63994715799566,-0.0,605.6399471579958,0.0,0.542,0.8451195772639667,17.606657859665972
0.65,0.45,0.62,sigma,-,2.0,0.45,0.0008,0.6,0.15,99,99,0,0,0,0,0,0.0,0.0,-0.0,500.0,0.0,0,0,0
0.65,0.45,0.62,sigma,-,2.0,0.45,0.0008,0.6,0.15,99,3,0,0,0,0,0,0.0,0.0,-0.0,500.0,0.0,0,0,0
0.65,0.45,0.62,sigma,-,2.0,0.45,0.0008,0.6,0.15,2,99,0,0,0,0,0,0.0,0.0,-0.0,500.0,0.0,0,0,0
0.65,0.45,0.62,sigma,-,2.0,0.45,0.0008,0.6,0.15,2,3,0,0,0,0,0,0.0,0.0,-0.0,500.0,0.0,0,0,0
0.65,0.45,0.7,sigma,-,2.0,0.45,0.0008,0.6,0.15,99,99,0,0,0,0,0,0.0,0.0,-0.0,500.0,0.0,0,0,0
0.65,0.45,0.7,sigma,-,2.0,0.45,0.0008,0.6,0.15,99,3,0,0,0,0,0,0.0,0.0,-0.0,500.0,0.0,0,0,0
0.65,0.45,0.7,sigma,-,2.0,0.45,0.0008,0.6,0.15,2,99,0,0,0,0,0,0.0,0.0,-0.0,500.0,0.0,0,0,0
0.65,0.45,0.7,sigma,-,2.0,0.45,0.0008,0.6,0.15,2,3,0,0,0,0,0,0.0,0.0,-0.0,500.0,0.0,0,0,0
0.65,0.5,0.62,sigma,-,2.0,0.45,0.0008,0.6,0.15,99,99,0,0,0,0,0,0.0,0.0,-0.0,500.0,0.0,0,0,0
0.65,0.5,0.62,sigma,-,2.0,0.45,0.0008,0.6,0.15,99,3,0,0,0,0,0,0.0,0.0,-0.0,500.0,0.0,0,0,0
0.65,0.5,0.62,sigma,-,2.0,0.45,0.0008,0.6,0.15,2,99,0,0,0,0,0,0.0,0.0,-0.0,500.0,0.0,0,0,0
0.65,0.5,0.62,sigma,-,2.0,0.45,0.0008,0.6,0.15,2,3,0,0,0,0,0,0.0,0.0,-0.0,500.0,0.0,0,0,0
0.65,0.5,0.7,sigma,-,2.0,0.45,0.0008,0.6,0.15,99,99,0,0,0,0,0,0.0,0.0,-0.0,500.0,0.0,0,0,0
0.65,0.5,0.7,sigma,-,2.0,0.45,0.0008,0.6,0.15,99,3,0,0,0,0,0,0.0,0.0,-0.0,500.0,0.0,0,0,0
0.65,0.5,0.7,sigma,-,2.0,0.45,0.0008,0.6,0.15,2,99,0,0,0,0,0,0.0,0.0,-0.0,500.0,0.0,0,0,0
0.65,0.5,0.7,sigma,-,2.0,0.45,0.0008,0.6,0.15,2,3,0,0,0,0,0,0.0,0.0,-0.0,500.0,0.0,0,0,0
0.75,0.45,0.62,sigma,-,2.0,0.45,0.0008,0.6,0.15,99,99,0,0,0,0,0,0.0,0.0,-0.0,500.0,0.0,0,0,0
0.75,0.45,0.62,sigma,-,2.0,0.45,0.0008,0.6,0.15,99,3,0,0,0,0,0,0.0,0.0,-0.0,500.0,0.0,0,0,0
0.75,0.45,0.62,sigma,-,2.0,0.45,0.0008,0.6,0.15,2,99,0,0,0,0,0,0.0,0.0,-0.0,500.0,0.0,0,0,0
0.75,0.45,0.62,sigma,-,2.0,0.45,0.0008,0.6,0.15,2,3,0,0,0,0,0,0.0,0.0,-0.0,500.0,0.0,0,0,0
0.75,0.45,0.7,sigma,-,2.0,0.45,0.0008,0.6,0.15,99,99,0,0,0,0,0,0.0,0.0,-0.0,500.0,0.0,0,0,0
0.75,0.45,0.7,sigma,-,2.0,0.45,0.0008,0.6,0.15,99,3,0,0,0,0,0,0.0,0.0,-0.0,500.0,0.0,0,0,0
0.75,0.45,0.7,sigma,-,2.0,0.45,0.0008,0.6,0.15,2,99,0,0,0,0,0,0.0,0.0,-0.0,500.0,0.0,0,0,0
0.75,0.45,0.7,sigma,-,2.0,0.45,0.0008,0.6,0.15,2,3,0,0,0,0,0,0.0,0.0,-0.0,500.0,0.0,0,0,0
0.75,0.5,0.62,sigma,-,2.0,0.45,0.0008,0.6,0.15,99,99,0,0,0,0,0,0.0,0.0,-0.0,500.0,0.0,0,0,0
0.75,0.5,0.62,sigma,-,2.0,0.45,0.0008,0.6,0.15,99,3,0,0,0,0,0,0.0,0.0,-0.0,500.0,0.0,0,0,0
0.75,0.5,0.62,sigma,-,2.0,0.45,0.0008,0.6,0.15,2,99,0,0,0,0,0,0.0,0.0,-0.0,500.0,0.0,0,0,0
0.75,0.5,0.62,sigma,-,2.0,0.45,0.0008,0.6,0.15,2,3,0,0,0,0,0,0.0,0.0,-0.0,500.0,0.0,0,0,0
0.75,0.5,0.7,sigma,-,2.0,0.45,0.0008,0.6,0.15,99,99,0,0,0,0,0,0.0,0.0,-0.0,500.0,0.0,0,0,0
0.75,0.5,0.7,sigma,-,2.0,0.45,0.0008,0.6,0.15,99,3,0,0,0,0,0,0.0,0.0,-0.0,500.0,0.0,0,0,0
0.75,0.5,0.7,sigma,-,2.0,0.45,0.0008,0.6,0.15,2,99,0,0,0,0,0,0.0,0.0,-0.0,500.0,0.0,0,0,0
0.75,0.5,0.7,sigma,-,2.0,0.45,0.0008,0.6,0.15,2,3,0,0,0,0,0,0.0,0.0,-0.0,500.0,0.0,0,0,0
0.85,0.45,0.62,sigma,-,1.5,0.45,0.0008,0.6,0.15,99,99,0,0,0,0,0,0.0,0.0,-0.0,500.0,0.0,0,0,0
0.85,0.45,0.62,sigma,-,1.5,0.45,0.0008,0.6,0.15,99,3,0,0,0,0,0,0.0,0.0,-0.0,500.0,0.0,0,0,0
0.85,0.45,0.62,sigma,-,1.5,0.45,0.0008,0.6,0.15,2,99,0,0,0,0,0,0.0,0.0,-0.0,500.0,0.0,0,0,0
0.85,0.45,0.62,sigma,-,1.5,0.45,0.0008,0.6,0.15,2,3,0,0,0,0,0,0.0,0.0,-0.0,500.0,0.0,0,0,0
0.85,0.45,0.62,sigma,-,2.0,0.45,0.0008,0.6,0.15,99,99,0,0,0,0,0,0.0,0.0,-0.0,500.0,0.0,0,0,0
0.85,0.45,0.62,sigma,-,2.0,0.45,0.0008,0.6,0.15,99,3,0,0,0,0,0,0.0,0.0,-0.0,500.0,0.0,0,0,0
0.85,0.45,0.62,sigma,-,2.0,0.45,0.0008,0.6,0.15,2,99,0,0,0,0,0,0.0,0.0,-0.0,500.0,0.0,0,0,0
0.85,0.45,0.62,sigma,-,2.0,0.45,0.0008,0.6,0.15,2,3,0,0,0,0,0,0.0,0.0,-0.0,500.0,0.0,0,0,0
0.85,0.45,0.7,sigma,-,1.5,0.45,0.0008,0.6,0.15,99,99,0,0,0,0,0,0.0,0.0,-0.0,500.0,0.0,0,0,0
0.85,0.45,0.7,sigma,-,1.5,0.45,0.0008,0.6,0.15,99,3,0,0,0,0,0,0.0,0.0,-0.0,500.0,0.0,0,0,0
0.85,0.45,0.7,sigma,-,1.5,0.45,0.0008,0.6,0.15,2,99,0,0,0,0,0,0.0,0.0,-0.0,500.0,0.0,0,0,0
0.85,0.45,0.7,sigma,-,1.5,0.45,0.0008,0.6,0.15,2,3,0,0,0,0,0,0.0,0.0,-0.0,500.0,0.0,0,0,0
0.85,0.45,0.7,sigma,-,2.0,0.45,0.0008,0.6,0.15,99,99,0,0,0,0,0,0.0,0.0,-0.0,500.0,0.0,0,0,0
0.85,0.45,0.7,sigma,-,2.0,0.45,0.0008,0.6,0.15,99,3,0,0,0,0,0,0.0,0.0,-0.0,500.0,0.0,0,0,0
0.85,0.45,0.7,sigma,-,2.0,0.45,0.0008,0.6,0.15,2,99,0,0,0,0,0,0.0,0.0,-0.0,500.0,0.0,0,0,0
0.85,0.45,0.7,sigma,-,2.0,0.45,0.0008,0.6,0.15,2,3,0,0,0,0,0,0.0,0.0,-0.0,500.0,0.0,0,0,0
0.85,0.5,0.62,sigma,-,1.5,0.45,0.0008,0.6,0.15,99,99,0,0,0,0,0,0.0,0.0,-0.0,500.0,0.0,0,0,0
0.85,0.5,0.62,sigma,-,1.5,0.45,0.0008,0.6,0.15,99,3,0,0,0,0,0,0.0,0.0,-0.0,500.0,0.0,0,0,0
0.85,0.5,0.62,sigma,-,1.5,0.45,0.0008,0.6,0.15,2,99,0,0,0,0,0,0.0,0.0,-0.0,500.0,0.0,0,0,0
0.85,0.5,0.62,sigma,-,1.5,0.45,0.0008,0.6,0.15,2,3,0,0,0,0,0,0.0,0.0,-0.0,500.0,0.0,0,0,0
